id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
1353,5/25/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1555,5/25/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Ambato,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2122,5/25/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2539,5/25/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2765,5/25/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2922,5/25/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3007,5/25/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3365,5/25/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3464,5/25/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 21s,Farmacia,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3851,5/25/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1458,5/26/2025,Laboratorio,Retraso de 20s en la disponibilidad de resultados criticos,Enfermeria,Ambato,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1503,5/26/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1630,5/26/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2494,5/26/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2869,5/26/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2971,5/26/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3294,5/26/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Ambato,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3323,5/26/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3781,5/26/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3798,5/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3906,5/26/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2332,5/27/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2982,5/27/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3237,5/27/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3580,5/27/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3812,5/27/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1101,5/28/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1925,5/28/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2465,5/28/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2700,5/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3467,5/28/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3668,5/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3741,5/28/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1085,5/29/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1751,5/29/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2195,5/29/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2530,5/29/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3426,5/29/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3525,5/29/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3923,5/29/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3926,5/29/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1182,5/30/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1289,5/30/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1448,5/30/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1881,5/30/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Cuenca,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2372,5/30/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2798,5/30/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2919,5/30/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3023,5/30/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3201,5/30/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3952,5/30/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2031,5/31/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2246,5/31/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2341,5/31/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2578,5/31/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2711,5/31/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3333,5/31/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3574,5/31/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3705,5/31/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3796,5/31/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3950,5/31/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1662,6/1/2025,HCE,Nota de evolucion tarda 28s en guardarse,Enfermeria,Ambato,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1743,6/1/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1843,6/1/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3002,6/1/2025,Facturacion,Retraso de 19s al procesar el pago con tarjeta de credito,Paciente,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3773,6/1/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3940,6/1/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1428,6/2/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2009,6/2/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2676,6/2/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3366,6/2/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3463,6/2/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3627,6/2/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1102,6/3/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1559,6/3/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2379,6/3/2025,HCE,Tiempo de carga de la ficha clinica supera los 10s en horas pico,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2429,6/3/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2567,6/3/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2898,6/3/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3226,6/3/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Ambato,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3673,6/3/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1409,6/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2285,6/4/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2367,6/4/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 16s,Enfermeria,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2434,6/4/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2484,6/4/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Guayaquil,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2501,6/4/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2701,6/4/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 24s,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2762,6/4/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2936,6/4/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 19 minutos,Gerencia,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3017,6/4/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3322,6/4/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 34s,Enfermeria,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1223,6/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1463,6/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2535,6/5/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2648,6/5/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2758,6/5/2025,HCE,Nota de evolucion tarda 33s en guardarse,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2788,6/5/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2900,6/5/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3671,6/5/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3947,6/5/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1114,6/6/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1356,6/6/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1398,6/6/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1579,6/6/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2076,6/6/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2786,6/6/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2884,6/6/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 29s,Medico,Ambato,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3276,6/6/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3307,6/6/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3949,6/6/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1634,6/7/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1928,6/7/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2069,6/7/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2113,6/7/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2726,6/7/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2820,6/7/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 26 minutos,Gerencia,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2883,6/7/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3089,6/7/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3946,6/7/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1319,6/8/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1603,6/8/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1764,6/8/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1943,6/8/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1973,6/8/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2507,6/8/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2794,6/8/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3496,6/8/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3813,6/8/2025,HCE,Tiempo de carga de la ficha clinica supera los 30s en horas pico,Medico,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3821,6/8/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3888,6/8/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1345,6/9/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1379,6/9/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1916,6/9/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2387,6/9/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2497,6/9/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2611,6/9/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2803,6/9/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3062,6/9/2025,HCE,Tiempo de carga de la ficha clinica supera los 9s en horas pico,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1276,6/10/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1364,6/10/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1597,6/10/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1949,6/10/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
